hero,hero_slug,role,category,perk_type,perk_name,pick_rate,perk_slug,perk_image_url,perk_image_raw_url,hero_image_url,source_url,update_date
에코,echo,Damage,damages,major,상향등,4,high_beams,https://owperks.com/_next/image?url=%2Fperks-icons%2Fhigh_beams.webp&w=32&q=75,https://owperks.com/perks-icons/high_beams.webp,https://owperks.com/_next/image?url=%2Fheroes-icons%2Fecho.webp&w=64&q=75,https://owperks.com/ko/damages/echo,2026-05-01
에코,echo,Damage,damages,minor,부분 스캔,82,partial_scan,https://owperks.com/_next/image?url=%2Fperks-icons%2Fpartial_scan.webp&w=32&q=75,https://owperks.com/perks-icons/partial_scan.webp,https://owperks.com/_next/image?url=%2Fheroes-icons%2Fecho.webp&w=64&q=75,https://owperks.com/ko/damages/echo,2026-05-01
에코,echo,Damage,damages,minor,집중 돌진,18,focused_rush,https://owperks.com/_next/image?url=%2Fperks-icons%2Ffocused_rush.webp&w=32&q=75,https://owperks.com/perks-icons/focused_rush.webp,https://owperks.com/_next/image?url=%2Fheroes-icons%2Fecho.webp&w=64&q=75,https://owperks.com/ko/damages/echo,2026-05-01
엠레,emre,Damage,damages,major,히트 싱크,72,heat_sink,https://owperks.com/_next/image?url=%2Fperks-icons%2Fheat_sink.webp&w=32&q=75,https://owperks.com/perks-icons/heat_sink.webp,https://owperks.com/_next/image?url=%2Fheroes-icons%2Femre.webp&w=64&q=75,https://owperks.com/ko/damages/emre,2026-05-01
엠레,emre,Damage,damages,major,사이버 부착,28,cyber_adhesion,https://owperks.com/_next/image?url=%2Fperks-icons%2Fcyber_adhesion.webp&w=32&q=75,https://owperks.com/perks-icons/cyber_adhesion.webp,https://owperks.com/_next/image?url=%2Fheroes-icons%2Femre.webp&w=64&q=75,https://owperks.com/ko/damages/emre,2026-05-01
엠레,emre,Damage,damages,minor,향상된 민첩성,75,enhanced_agility,https://owperks.com/_next/image?url=%2Fperks-icons%2Fenhanced_agility.webp&w=32&q=75,https://owperks.com/perks-icons/enhanced_agility.webp,https://owperks.com/_next/image?url=%2Fheroes-icons%2Femre.webp&w=64&q=75,https://owperks.com/ko/damages/emre,2026-05-01
엠레,emre,Damage,damages,minor,제약 보정,25,suppressive_security,https://owperks.com/_next/image?url=%2Fperks-icons%2Fsuppressive_security.webp&w=32&q=75,https://owperks.com/perks-icons/suppressive_security.webp,https://owperks.com/_next/image?url=%2Fheroes-icons%2Femre.webp&w=64&q=75,https://owperks.com/ko/damages/emre,2026-05-01
위도우메이커,widowmaker,Damage,damages,major,위도우의 독니,91,widows_bite,https://owperks.com/_next/image?url=%2Fperks-icons%2Fwidows_bite.webp&w=32&q=75,https://owperks.com/perks-icons/widows_bite.webp,https://owperks.com/_next/image?url=%2Fheroes-icons%2Fwidowmaker.webp&w=64&q=75,https://owperks.com/ko/damages/widowmaker,2026-05-01
위도우메이커,widowmaker,Damage,damages,major,추적 지뢰,9,seeker_mine,https://owperks.com/_next/image?url=%2Fperks-icons%2Fseeker_mine.webp&w=32&q=75,https://owperks.com/perks-icons/seeker_mine.webp,https://owperks.com/_next/image?url=%2Fheroes-icons%2Fwidowmaker.webp&w=64&q=75,https://owperks.com/ko/damages/widowmaker,2026-05-01
위도우메이커,widowmaker,Damage,damages,minor,저격 효율,78,scoped_efficiency,https://owperks.com/_next/image?url=%2Fperks-icons%2Fscoped_efficiency.webp&w=32&q=75,https://owperks.com/perks-icons/scoped_efficiency.webp,https://owperks.com/_next/image?url=%2Fheroes-icons%2Fwidowmaker.webp&w=64&q=75,https://owperks.com/ko/damages/widowmaker,2026-05-01
위도우메이커,widowmaker,Damage,damages,minor,저격수의 본능,22,snipers_instinct,https://owperks.com/_next/image?url=%2Fperks-icons%2Fsnipers_instinct.webp&w=32&q=75,https://owperks.com/perks-icons/snipers_instinct.webp,https://owperks.com/_next/image?url=%2Fheroes-icons%2Fwidowmaker.webp&w=64&q=75,https://owperks.com/ko/damages/widowmaker,2026-05-01
정크랫,junkrat,Damage,damages,major,폭탄 발사포,84,frag_cannon,https://owperks.com/_next/image?url=%2Fperks-icons%2Ffrag_cannon.webp&w=32&q=75,https://owperks.com/perks-icons/frag_cannon.webp,https://owperks.com/_next/image?url=%2Fheroes-icons%2Fjunkrat.webp&w=64&q=75,https://owperks.com/ko/damages/junkrat,2026-05-01
