hero,role,data_tier,map,map_name,update_date,win_rate,pick_rate,ban_rate,win_rate_z,pick_rate_log,pick_rate_z,total_score,rank
시메트라,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,46.7,2.8,2.6,-0.302630848546155,1.33500106673234,-1.2830888482608747,-0.561810404167098,C
시에라,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,50.4,10.9,11.1,0.3963463989527391,2.4765384001174837,0.5338237081564962,0.5467327108400226,S
아나,Support,Diamond,eichenwalde,아이헨발데,2026-05-18,52.7,61.5,16.1,0.8308457690196206,4.135166556742356,3.1737569245871624,1.6170131657252211,S
안란,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,45.8,6.9,2.2,-0.4726523411810224,2.066862759472976,-0.1182310199512895,-0.31815394434537825,B
애쉬,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,48.7,7.2,0.4,0.07519469064243685,2.1041341542702074,-0.05890850528463066,-0.17235252492332478,B
에코,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,55.3,9.9,2.2,1.3220189699647888,2.388762789235098,0.39411683664622854,0.7328860682067828,S
엠레,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,50.1,14.8,3.3,0.3396725680744509,2.760009940032921,0.9850073753012266,0.47113306611225514,A
오리사,Tank,Diamond,eichenwalde,아이헨발데,2026-05-18,46.2,7.9,10.0,-0.397087233343303,2.186051276738094,0.07147378186853687,-0.005512492396298363,A
우양,Support,Diamond,eichenwalde,아이헨발데,2026-05-18,52.7,14.7,0.5,0.8308457690196206,2.7536607123542622,0.974901712389004,0.5277941628678283,S
위도우메이커,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,44.5,3.0,0.6,-0.7182389416536066,1.3862943611198906,-1.201448565541089,-0.8882614397122321,C
윈스턴,Tank,Diamond,eichenwalde,아이헨발데,2026-05-18,50.0,10.4,3.9,0.320781291115021,2.4336133554004498,0.4655026375701497,0.3288920616405935,A
일리아리,Support,Diamond,eichenwalde,아이헨발데,2026-05-18,53.1,12.2,15.8,0.9064108768573387,2.580216829592325,0.6988420871733797,0.9091970771860671,S
자리야,Tank,Diamond,eichenwalde,아이헨발데,2026-05-18,52.0,8.9,24.9,0.6986068303036128,2.2925347571405443,0.24095678249937072,0.7443352525310183,S
정커퀸,Tank,Diamond,eichenwalde,아이헨발데,2026-05-18,48.0,3.6,0.4,-0.057044248073570836,1.5260563034950494,-0.9789983481157148,-0.5144989471306538,B
정크랫,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,49.0,5.4,0.4,0.1318685215207251,1.8562979903656263,-0.45337360507880564,-0.26235513942243316,B
제트팩 캣,Support,Diamond,eichenwalde,아이헨발데,2026-05-18,48.1,5.0,31.3,-0.038152971114140975,1.791759469228055,-0.5560954749625815,0.17581785006219375,A
젠야타,Support,Diamond,eichenwalde,아이헨발데,2026-05-18,53.2,19.2,1.1,0.9253021538167685,3.005682604407159,1.3760289701415807,0.7547519861953764,S
주노,Support,Diamond,eichenwalde,아이헨발데,2026-05-18,49.0,2.1,0.0,0.1318685215207251,1.1314021114911006,-1.6071443893567505,-0.6678778283090177,C
캐서디,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,45.7,25.6,3.6,-0.49154361814045094,3.2809112157876537,1.8140928908542113,0.31615483628990143,A
키리코,Support,Diamond,eichenwalde,아이헨발데,2026-05-18,47.5,48.0,4.3,-0.1515006328707188,3.8918202981106265,2.786438122184048,0.8028829422494169,S
토르비욘,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,46.7,5.5,0.9,-0.302630848546155,1.8718021769015913,-0.4286965749279854,-0.41829812962679913,B
트레이서,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,50.5,14.7,4.4,0.415237675912169,2.7536607123542622,0.974901712389004,0.5460905631606996,S
파라,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,62.2,6.6,45.0,2.625517080165432,2.028148247292285,-0.17985045300835814,1.6829365350593068,S
프레야,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,44.2,8.8,16.8,-0.7749127725318948,2.2823823856765264,0.2247978968887815,-0.06347214512604504,B
한조,Damage,Diamond,eichenwalde,아이헨발데,2026-05-18,46.5,9.5,0.9,-0.3404134024650147,2.3513752571634776,0.33460947364747035,-0.20819759201359223,B
해저드,Tank,Diamond,eichenwalde,아이헨발데,2026-05-18,52.7,6.6,6.3,0.8308457690196206,2.028148247292285,-0.17985045300835814,0.46068304423406986,A
D.VA,Tank,Master,eichenwalde,아이헨발데,2026-05-18,31.0,4.6,63.4,-1.4899178928145036,1.7227665977411035,-0.45843494762350184,-0.410628161033868,B
겐지,Damage,Master,eichenwalde,아이헨발데,2026-05-18,52.4,14.3,0.6,0.5828627167683506,2.72785282839839,0.8940872148629396,0.4317078292225405,A
도미나,Tank,Master,eichenwalde,아이헨발데,2026-05-18,43.9,2.3,0.6,-0.2404379926454,1.1939224684724346,-1.170088717737295,-0.5991953052644051,C
둠피스트,Tank,Master,eichenwalde,아이헨발데,2026-05-18,62.3,12.9,7.4,1.5417658959678953,2.631888840136646,0.7649506124843383,1.1415913122388248,S
라마트라,Tank,Master,eichenwalde,아이헨발데,2026-05-18,31.1,3.2,1.1,-1.4802320021155182,1.4350845252893227,-0.845562307319406,-1.0775925822560424,C
라이프위버,Support,Master,eichenwalde,아이헨발데,2026-05-18,33.7,4.5,0.0,-1.2283988439419002,1.7047480922384253,-0.4826820492988665,-0.9632473533879075,C
라인하르트,Tank,Master,eichenwalde,아이헨발데,2026-05-18,41.2,3.8,0.0,-0.5019570415180027,1.5686159179138452,-0.6658720853229934,-0.6549834629831967,C
레킹볼,Tank,Master,eichenwalde,아이헨발데,2026-05-18,33.2,2.5,1.1,-1.2768282974368268,1.252762968495368,-1.090908366932213,-1.0494945478005386,C
로드호그,Tank,Master,eichenwalde,아이헨발데,2026-05-18,38.9,5.4,4.0,-0.724732527594665,1.8562979903656263,-0.278744725627089,-0.38898001685148165,B
루시우,Support,Master,eichenwalde,아이헨발데,2026-05-18,41.6,4.0,0.0,-0.46321347872206164,1.6094379124341003,-0.6109388361932763,-0.619131706846311,C
